Data collector,Author,Year,Journal,Vol.p.p,Species,Native,Sample size,Fitness measure,Trait,Selection differential (s),s standard error ,s significance,Selection gradient (B),B standard error,B significance
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 winter survival,condition factor (immature + mature fish) ,,,ns,-0.01,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 winter survival,growth (immature + mature fish),-0.05,,ns,-0.04,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 winter survival,growth (immature fish),-0.06,,ns,-0.04,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 summer survival,body length (immature + mature fish) ,-0.03,,ns,-0.03,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,230,Age-1 winter survival,body length (immature fish) ,0.02,,ns,0.03,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 winter survival,growth (immature fish),0.04,,ns,0.19,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,508,Age-1 summer survival,condition factor (immature + mature fish) ,,,ns,,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 summer survival,condition factor (immature fish) ,-0.18,,sig,-0.18,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 summer survival,condition factor (immature fish) ,-0.09,,sig,-0.08,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 winter survival,body length (immature + mature fish) ,0.02,,ns,0.03,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-2 winter survival,growth (immature fish),0.04,,ns,0.13,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 summer survival,condition factor (immature + mature fish) ,-0.03,,ns,-0.02,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-2 winter survival,condition factor (immature fish) ,0.2,,ns,0.21,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 summer survival,body length (immature fish) ,0.14,,sig,0.13,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-2 winter survival,body length (immature + mature fish) ,-0.19,,sig,-0.2,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 summer survival,body length (immature + mature fish) ,0.09,,sig,0.09,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,508,Age-1 summer survival,body length (immature + mature fish) ,0.01,,ns,0.01,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 winter survival,condition factor (immature + mature fish) ,,,ns,,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,242,Age-2 winter survival,body length (immature + mature fish) ,-0.28,,sig,-0.28,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 winter survival,condition factor (immature fish) ,-0.01,,ns,-0.01,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,107,Age-1 winter survival,growth (immature fish),0.02,,ns,0.05,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 summer survival,body length (immature fish) ,0.06,,ns,0.05,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 summer survival,condition factor (immature + mature fish) ,,,ns,,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-2 winter survival,growth (immature + mature fish),-0.13,,ns,-0.04,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-2 winter survival,growth (immature + mature fish),-0.08,,ns,-0.09,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 winter survival,condition factor (immature + mature fish) ,-0.03,,ns,-0.03,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 winter survival,condition factor (immature fish) ,-0.04,,ns,-0.04,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 winter survival,growth (immature + mature fish),0.04,,ns,0.07,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,444,Age-1 summer survival,condition factor (immature + mature fish) ,-0.03,,ns,-0.02,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-2 winter survival,growth (immature fish),,,ns,0.1,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 summer survival,condition factor (immature fish) ,-0.04,,ns,-0.04,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,173,Age-2 winter survival,body length (immature fish) ,-0.27,,sig,-0.27,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 summer survival,condition factor (immature fish) ,-0.05,,ns,-0.04,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 winter survival,growth (immature + mature fish),-0.06,,ns,-0.09,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-2 winter survival,body mass (immature fish),-0.01,,ns,,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 winter survival,body mass (immature + mature fish),-0.01,,ns,,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,230,Age-1 winter survival,body mass (immature fish),0.01,,ns,,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,508,Age-1 summer survival,body mass (immature + mature fish),0.01,,ns,,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 winter survival,body mass (immature fish),-0.02,,ns,,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 summer survival,body mass (immature fish),0.02,,ns,,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 winter survival,body mass (immature + mature fish),0.02,,ns,,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 summer survival,body mass (immature fish),-0.03,,ns,,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 summer survival,body mass (immature + mature fish),-0.03,,ns,,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 summer survival,body mass (immature fish),0.04,,ns,,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-2 winter survival,body mass (immature + mature fish),-0.07,,ns,,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 summer survival,body mass (immature + mature fish),0.08,,sig,,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 summer survival,body mass (immature fish),0.1,,ns,,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-2 winter survival,body mass (immature fish),-0.14,,ns,,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-2 winter survival,body mass (immature + mature fish),-0.15,,sig,,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,242,Age-2 winter survival,body mass (immature + mature fish),-0.27,,sig,,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,173,Age-2 winter survival,body mass (immature fish),-0.27,,sig,,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,444,Age-1 summer survival,body mass (immature + mature fish),,,ns,,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 winter survival,body mass (immature fish),,,ns,,,
KingsolverDiamond,Hendry et al.,2003,Conservation Biology ,17(3):795-805,Salmo salar,no,NA,Age-1 winter survival,body mass (immature + mature fish),,,ns,,,
KingsolverDiamond,Hews,1990,Evolution,44(8):1956-1966,Uta palmeri,yes,33,copulation rate,territory quality,0.74,,sig,1.03,0.39,
KingsolverDiamond,Hews,1990,Evolution,44(8):1956-1966,Uta palmeri,yes,33,copulation rate,PC2 (MO+BE),,,,1.24,,
KingsolverDiamond,Hews,1990,Evolution,44(8):1956-1966,Uta palmeri,yes,33,copulation rate,PC3 (MO+BE),,,,1.08,,
KingsolverDiamond,Hews,1990,Evolution,44(8):1956-1966,Uta palmeri,yes,33,copulation rate,head depth,0.61,,sig,1.14,0.47,
KingsolverDiamond,Hews,1990,Evolution,44(8):1956-1966,Uta palmeri,yes,33,copulation rate,jaw length,0.33,,sig,-0.72,0.43,
KingsolverDiamond,Hews,1990,Evolution,44(8):1956-1966,Uta palmeri,yes,33,copulation rate,PC1 (MO+BE),,,,-0.08,,
KingsolverDiamond,Hews,1990,Evolution,44(8):1956-1966,Uta palmeri,yes,33,copulation rate,head width,0.29,,sig,,,
KingsolverDiamond,Hews,1990,Evolution,44(8):1956-1966,Uta palmeri,yes,33,copulation rate,SVL,0.55,,sig,,,
KingsolverDiamond,Hews,1990,Evolution,44(8):1956-1966,Uta palmeri,yes,33,copulation rate,mass,0.75,,sig,,,
KingsolverDiamond,"Hoglund, J. and L. Saterberg",1989,JEB,2:367-372,Bufo bufo,yes,51,Mating Success (observed spawning),Forearm Length,-0.09,,ns,,,
KingsolverDiamond,"Hoglund, J. and L. Saterberg",1989,JEB,2:367-372,Bufo bufo,yes,51,Mating Success (observed spawning),Body mass,-0.39,,sig,,,
KingsolverDiamond,"Hoglund, J. and L. Saterberg",1989,JEB,2:367-372,Bufo bufo,yes,51,Mating Success (observed spawning),Body Length,0.43,,,,,
KingsolverDiamond,"Hoglund, J. and L. Saterberg",1989,JEB,2:367-372,Bufo bufo,yes,51,Mating Success (observed spawning),Thumbpad Width,0.49,,,,,
KingsolverDiamond,Holland and Chamberlain,2007,Ecology,88(3):706-715,Pachycereus schottii,yes,21,Fecundity - seed production per fruit per plant,Number of ovules,,,,0.17,0.07,
KingsolverDiamond,Holland and Chamberlain,2007,Ecology,88(3):706-715,Pachycereus schottii,yes,30,Fecundity - seed production per fruit per plant,Number of ovules,,,,0.26,0.07,
KingsolverDiamond,Jann et al.,2000,Journal of Evolutionary Biology,13(6):927-938,Scathophaga stercoraria,yes,NA,Male mating success,Male body size,0.5,0.05,ns,,,
KingsolverDiamond,Jann et al.,2000,Journal of Evolutionary Biology,13(6):927-938,Scathophaga stercoraria,yes,NA,Male mating success,Male body size,0.51,0.05,ns,,,
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,42,adult survival,male wing length,-0.01,0.03,ns,-0.1,0.039,sig
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,40,fecundity,male bill depth,-0.01,0.056,ns,-0.1,0.11,ns
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,35,adult survival,female wing length,-0.04,0.035,ns,-0.1,0.038,sig
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,42,number of mates,male visible badge size,0.07,0.045,ns,-0.07,0.074,ns
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,34,fecundity,female wing length,-0.04,0.053,ns,-0.07,0.064,ns
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,34,fecundity,female tarsus length,-0.06,0.052,ns,-0.06,0.059,ns
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,40,fecundity,male tarsus length,0.06,0.059,ns,-0.05,0.126,ns
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,35,adult survival,female tarsus length,0,0.036,ns,-0.05,0.051,ns
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,34,fecundity,female bill depth,0.03,0.048,ns,-0.03,0.061,ns
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,42,adult survival,male tarsus length,0.03,0.038,ns,-0.02,0.056,ns
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,42,adult survival,male bill depth,0.02,0.038,ns,-0.02,0.052,ns
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,42,number of mates,male wing length,0.08,0.046,sig,-0.02,0.06,ns
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,42,adult survival,male total badge size,0.04,0.032,ns,-0.02,0.089,ns
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,42,number of mates,male bill length,0.05,0.048,ns,-0.01,0.069,ns
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,34,fecundity,female body mass,-0.04,0.046,ns,-0.01,0.05,ns
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,42,number of mates,male bill depth,0.04,0.05,ns,-0.01,0.071,ns
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,42,adult survival,male visible badge size,0.04,0.039,ns,0.02,0.086,ns
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,40,fecundity,male wing length,0.11,0.057,sig,0.04,0.108,ns
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,35,adult survival,female bill length,0.02,0.041,ns,0.04,0.045,ns
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,40,fecundity,male bill length,0.05,0.05,ns,0.05,0.073,ns
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,40,fecundity,male total badge size,0.15,0.055,sig,0.05,0.113,ns
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,35,adult survival,female bill depth,0.06,0.045,ns,0.06,0.054,ns
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,42,number of mates,male tarsus length,0.12,0.048,sig,0.07,0.052,ns
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,40,fecundity,male visible badge size,0.11,0.072,ns,0.08,0.13,ns
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,35,adult survival,female body mass,0.05,0.041,ns,0.09,0.047,sig
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,42,adult survival,male bill length,0.09,0.036,sig,0.1,0.042,sig
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,40,fecundity,male body mass,0.04,0.046,ns,0.12,0.112,ns
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,42,adult survival,male body mass,0.11,0.037,sig,0.12,0.052,sig
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,42,number of mates,male body mass,0.16,0.045,sig,0.13,0.076,sig
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,42,number of mates,male total badge size,0.12,0.045,sig,0.14,0.075,sig
CPT,Jensen et al,2008,Evolution,62:1275-1293,Passer domesticus,yes,34,fecundity,female bill length,0.1,0.055,sig,0.2,0.067,sig
KingsolverDiamond,Johnston,1991,Evolution,45(6):1468-1479,Lobelia cardinalis,yes,296,seed number,flower #,1.3,,sig,1.25,,
KingsolverDiamond,Johnston,1991,Evolution,45(6):1468-1479,Lobelia cardinalis,yes,296,seed number,mean # flowers/day,1.1,,sig,-0.14,,
KingsolverDiamond,Johnston,1991,Evolution,45(6):1468-1479,Lobelia siphilitica,yes,296,seed number,median-flower date,-0.1,,ns,-0.16,,
KingsolverDiamond,Johnston,1991,Evolution,45(6):1468-1479,Lobelia siphilitica,yes,296,seed number,flower #,1.35,,sig,1.35,,
KingsolverDiamond,Johnston,1991,Evolution,45(6):1468-1479,Lobelia siphilitica,yes,296,seed number,flower #,1.17,,sig,0.86,,
KingsolverDiamond,Johnston,1991,Evolution,45(6):1468-1479,Lobelia cardinalis,yes,296,seed number,nectary-stigma distance,0.25,,sig,0.15,,
KingsolverDiamond,Johnston,1991,Evolution,45(6):1468-1479,Lobelia siphilitica,yes,296,seed number,nectary-stigma distance,0.13,,ns,-0.14,,
KingsolverDiamond,Johnston,1991,Evolution,45(6):1468-1479,Lobelia cardinalis,yes,296,seed number,flowering span,0.52,,sig,-0.05,,
KingsolverDiamond,Johnston,1991,Evolution,45(6):1468-1479,Lobelia cardinalis,yes,296,seed number,height,0.97,,sig,0.11,,
KingsolverDiamond,Johnston,1991,Evolution,45(6):1468-1479,Lobelia cardinalis,yes,296,seed number,flowering span,0.61,,sig,-0.15,,
KingsolverDiamond,Johnston,1991,Evolution,45(6):1468-1479,Lobelia cardinalis,yes,296,seed number,mean # flowers/day,1.09,,sig,0.02,,
KingsolverDiamond,Johnston,1991,Evolution,45(6):1468-1479,Lobelia cardinalis,yes,296,seed number,nectary-stigma distance,0.17,,ns,-0.05,,
KingsolverDiamond,Johnston,1991,Evolution,45(6):1468-1479,Lobelia cardinalis,yes,296,seed number,median-flower date,-0.43,,sig,-0.03,,
KingsolverDiamond,Johnston,1991,Evolution,45(6):1468-1479,Lobelia cardinalis,yes,296,seed number,height,,,sig,0.33,,
KingsolverDiamond,Johnston,1991,Evolution,45(6):1468-1479,Lobelia siphilitica,yes,296,seed number,mean # flowers/day,,,sig,0.3,,
KingsolverDiamond,Johnston,1991,Evolution,45(6):1468-1479,Lobelia siphilitica,yes,296,seed number,flowering span,0.62,,sig,-0.13,,
KingsolverDiamond,Johnston,1991,Evolution,45(6):1468-1479,Lobelia siphilitica,yes,296,seed number,height,0.89,,sig,0.27,,
KingsolverDiamond,Johnston,1991,Evolution,45(6):1468-1479,Lobelia cardinalis,yes,296,seed number,median-flower date,-0.33,,sig,0.19,,
KingsolverDiamond,Kalisz,1986,Evolution,40:479-491,Collinsia verna,yes,642,fruit production,timing of germination,-0.03,,,-0.05,,
KingsolverDiamond,Kalisz,1986,Evolution,40:479-491,Collinsia verna,yes,1614,spring survivorship,timing of germination,0.21,,,0.17,,
KingsolverDiamond,Kalisz,1986,Evolution,40:479-491,Collinsia verna,yes,1148,winter survivorship,timing of germination,-0.05,,,-0.04,,
KingsolverDiamond,Kalisz,1986,Evolution,40:479-491,Collinsia verna,yes,913,fruit production,timing of germination,-0.23,,,-0.11,,
KingsolverDiamond,Kalisz,1986,Evolution,40:479-491,Collinsia verna,yes,2440,fruit production,timing of germination,-0.22,,,-0.1,,
KingsolverDiamond,Kalisz,1986,Evolution,40:479-491,Collinsia verna,yes,2580,fruit production,timing of germination,-0.23,,,-0.18,,
KingsolverDiamond,Kalisz,1986,Evolution,40:479-491,Collinsia verna,yes,1599,fruit production,timing of germination,-0.15,,,-0.12,,
KingsolverDiamond,Kalisz,1986,Evolution,40:479-491,Collinsia verna,yes,391,fruit production,timing of germination,-0.22,,,-0.19,,
KingsolverDiamond,Kalisz,1986,Evolution,40:479-491,Collinsia verna,yes,885,fruit production,timing of germination,-0.26,,,-0.11,,
KingsolverDiamond,Kalisz,1986,Evolution,40:479-491,Collinsia verna,yes,2302,winter survivorship,timing of germination,-0.1,,,-0.08,,
KingsolverDiamond,Kalisz,1986,Evolution,40:479-491,Collinsia verna,yes,5583,winter survivorship,timing of germination,-0.08,,,-0.06,,
KingsolverDiamond,Kalisz,1986,Evolution,40:479-491,Collinsia verna,yes,1753,winter survivorship,timing of germination,-0.04,,,-0.01,,
KingsolverDiamond,Kalisz,1986,Evolution,40:479-491,Collinsia verna,yes,4324,spring survivorship,timing of germination,0.06,,,0.05,,
KingsolverDiamond,Kalisz,1986,Evolution,40:479-491,Collinsia verna,yes,1199,spring survivorship,timing of germination,-0.06,,,0.03,,
KingsolverDiamond,Kalisz,1986,Evolution,40:479-491,Collinsia verna,yes,3568,spring survivorship,timing of germination,-0.02,,,0.01,,
KingsolverDiamond,Kalisz,1986,Evolution,40:479-491,Collinsia verna,yes,2133,winter survivorship,timing of germination,-0.09,,,-0.08,,
